inspection_id,law,violation_comments,corrective_comments
8505031,3-501.16,Foods on steam table are 125 - 134F. They were delivered from the commissary in a Cambro at 10:15,***Corrected by using a timing rule for today as there is no way to reheat the food. All food from today must be discarded after 4 hours from when it was removed from temperature control at 10:15. This is temporary for today only. You must have the steam table repaired and double check with the commissary that things are leaving hot 165F. Please check temperature of all products coming out of the cambro to make sure they are a minimum of 135F which is the required minimum hot holding temperature.
6004044,6-501.111(A)(B)(D),OBSERVED SEVERAL FLIES AROUND FOOD PREP AREA; NO FOOD LEFT UNCOVERED.,PROVIDE FLY STRIP IN THIS AREA.
6004044,6-202.11,LIGHTING NOT SHIELDED LOCATEDABOVE FREEZER IN BACK STORAGE AREA.,PLEASE PROVIDE.
8505810,5-205.11,Handwash sink at front enterance to kitchen blocked,***Corrected.
8505810,4-601.11(B)(C),Please continue to keep cleaning walls and equipment. I had cook empty out and replace containers of food product with clean containers. Please do this each night and replace the paper under the products at least once a week.,""
8505810,3-304.12,Rice paddles in room temperature water. Corrected.,""
8505810,7-202.11,Raid flying bug spray in facility.,***Corrected by discarding.
6704925,"","",""
8106724,"","",""
9005115,4-602.11(E),"",""
9005115,4-501.114(A),"",""
8404112,"","",""
6608468,6-202.11,LIGHTS IN THE KITCHEN WERE NOT SHIELDED.,""
6608468,7-201.11,THERE WERE VARIOUS LIQUID CHEMICALS IN A BOX ON TOP OF THE PIE FREEZER IN THE BACK.,***CORRECTED***MOVED TO A SAFE LOCATION AWAY FROM FOOD.
6608468,3-603.11,"OPERATOR IS SERVING A FIZZ DRINK WITH A RAW EGGS, LAMB TARTARE, AND OYSTERS AND IS LACKING A DISCLOSURE, RISK REMINDER AND ASTERISKS ON THE MENU.",MUST HAVE A PROPER RISK ADVISORY.MUST HAVE ALL THREE PARTS (AND HAD NONE).I LEFT A FLYER ON THE RISK ADVISORY.PLEASE FIX THE MENU AND EMAIL IT TO ME AT JOHN.M.MCLUCKIE@MULTCO.US.
6608468,3-501.17,"PICKELED MACKEREL, ASPERAGUS, AND EGG WERE NOT DATE LABELED IN THE REFRIGERATOR.",***CORRECTED*** DATE LABELED.
6608468,3-501.16,FACILITY MAKES CRÃME FRAICHE TRADITIONALLY BY LEAVING IT OUT.,MUST FOLLOW ALL FOOD SAFETY REQUIREMENTS.PRODUCT WAS DISCARDED.
6608468,3-203.12,"OPERATOR IS KEEPING THE SHELLFISH TAGS, BUT IS NOT DATING THEM WITH THE DATE THEY WERE USED UP.",START MARKING THE DATES ON THE TAGS WHEN THE PRODUCT IS USED UP.
6608468,5-203.13,NO MOP SINK SINCE OPENING - SPLIT RESTAURANT INTO TWO LOCATIONS.THIS LOCATION IS LACKING A MOP SINK.,""
6608468,4-204.112(A)(B)(D),MISSING A THERMOMETER IN THE SMALL ONE DOOR LOWBOY COOLER.,PROVIDE.
6805624,"","",""
6608780,3-304.14,IN USE WIPING CLOTHS HAD NO DETECTABLE SANITIZER.,PROVIDE 100 PPM FREE CHLORINE.
7704429,"","",""
7704890,"3-302.11(A)(1,2)",Raw eggs and meat stored with and next to ready to eat foods,***Rawmeat and eggs should be stored separate and below location then ready to eat foods. Products moved at inspection
9904039,6-202.11,Light bulb in pizza warming cabinet is not shatteproof.,"Provide shatterproof bulb in warming cabinet. If bulb breaks before correction, then pizza must be discarded and the interior of the cabinet must be cleaned and sanitized before resuming use."
9904039,4-602.11(E),"Surfaces on underside of large mixer (directly above bowl) have flour and other food debris buildup, as well as some lubricant present around bolts.",Clean and maintain to prevent contaminating exposed foods in mixing bowl. Also please check lubricant used on mixers to ensure it is a food grade product.
9904039,4-501.114(A),Dishwasher dispenses 0ppm chlorine. Sanitizer feed bottle is empty.,"CORRECTED DURING INSPECTION by changing out sanitizer feed, priming, and rerunning to achieve 100ppm chlorine residual. Train employees to check sanitizer supply and to use test papers to check levels before using dishwasher."
8505884,3-603.11,Several items on menu require a consumer advisory.,***Corrected. Menus are changed almost daily. Sous Chef understood what items needed to be changed. I will return to check menus in the next few weeks or you can email me a copy to: elizabeth.sandberg@multco.us
8505884,3-502.12(A)(B)(4)(C)(D)(2b-e)(E)(1),The facility is vacuum packaging without an approved variance.,"***Corrected by opening all sealed bags over 48 hours. You are not allowed to vacuum pack and hold products longer than 48 hours. Each bag must be dated, time stamped and opened within 48 hours. You then may keep cooked product for 7 days."
6105942,"3-302.11(A)(1,2)",IN THE WALK-IN A SHEET PAN OF RAW BEEF SKEWERS WAS ON TOP OF A BOX OF RAW GINGER AND A PAN OF HONEYDEW FRUIT.,***CORRECTED*** PIC MOVED SHEET PAN TO THE BOTTOM SHELF AND WAS EDUCATED ON PROPER STACKING HIEARCHY.
6105942,6-301.11,NO HAND SOAP AVAILABLE AT KITCHEN HAND WASHING SINK.,***CORRECTED*** PIC PLACED BOTTLE OF SOAP AT SINK.
6105942,4-302.14,NO TEST STRIPS WERE AVAILABLE TO TEST FOR CHLORINE.,PLEASE OBTAIN TEST STRIPS. WILL RE-CHECK THIS IN 2 WEEKS.
6105942,4-501.114(A),NO CHLORINE DETECTED IN SANITIZER BUCKET IN KITCHEN.,***CORRECTED*** PIC CHANGED WATER AND TESTED IT AT 50-100 PPM CHLORINE. EDUCATED COOKS AS TO HOW MUCH BLEACH TO ADD TO WATER.
8505500,3-305.11,There is a handwashing sink directly next to an ice bin for drinks that offers no prevention of contamination from handwashing.,***Correct by getting up a barrier to prevent water from washing hands into ice for drinks. 10 - 12 inches high minimum.
8505500,3-303.12,Bottled soda in with ice for drinks. Corrected.,""
8505500,"3-501.19(B)(1,3,4)(C)(1,4,5)",At inspection there were over 24 plates of sushi without stickers to indictate time it was made. Sushi rice is not on a timing rule.,***Corrected by discarding all sushi with out stickers. Writing a timing rule agreement for rice.
6806020,"","",""
6704773,3-603.11,The operator stated that the aoli contains raw egg and is on 3 different menu items.,"see the fact sheet I left today and have the menu updated with the 3 components of the consumer advisory (the disclosure, the health reminder and the astricks) you can email me a copy of the new menu at my address listed above with in 2 weeks as the reinspection."
6704773,6-301.14,"During todays inspection, there were no hand wash signs at any of the 3 facility hand wash sinks. I posted a sign at each.",""
9904064,3-502.11,INFORMATIONAL ONLY; NOT A CITATION.,""
9904064,3-603.11,"Menus identify some, but not all raw/cooked to order animal-derived foods, and disclosure statement does not specify whether the food contains raw or potentially undercooked animal food.","Revise and reprint menus to incorporate the following changes:- Identify poached eggs with *- Identify biscuits and gravy (comes with cooked to order eggs that customer may order undercooked) with *- In footnote, provide clear disclosure that items are either served undercooked, may be ordered undercooked upon consumer request, or contain sauces made with raw shell eggs. Next menu printing to occur in ~ 1 month. PLEASE REVISE MENUS FOR NEXT PRINTING, AT LEAST WITHIN 6 WEEKS, BY 2/25/15. You can also show compliance by emailing revised electronic template to MARY.SCHMIDT@MULTCO.US."
9904082,4-101.11(B)-(E),Shelves in outdoor area reach-in are lined with adhesive plastic that is not durable; it is broken and peeling and therefore serves as a soruce of potential contamination to uncovered foods stored in the unit. The shelf covering is not durable and easily cleanable.,"Replace or restore reach-in shelves to a smooth, nonabsorbent, durable, and easily cleanable condition. Until fixed/replaced, keep foods in this unit covered."
9904082,3-305.11,Boxes of burger patties are stored on the floor in the walk-in. Other foods also stored on floor (but in metal or plastic containers).,"Corrected during inspection by moving boxed foods to shelf so that they are 6 inches above the ground. Other foods in metal/plastic containers should also be elevated off of the ground; discussed that since food storage space is minimal, organization is essential. Stormbreaker PIC states that facility plans to provide additional cold storage space as budget allows."
9904082,3-501.16,"- Cooked garlic cloves in oil on prep line have internal temperature of 49F. The garlic cloves are in a plastic insert that is stacked on top of another one on the prep line, so that the container is not in contact with cooling plate.- Non-commercially pickled beets, hazelnut romesco (made with heat treated onions), and tomato-containing salsa are stored on counter for unmeasured/untracked periods of time. These foods are potentially hazardous and subject to cold holding requirements (other condiment foods held on the counter are non-PHF and ok to be store on counter).","- [This is a repeat violation and therefore point deduction is doubled.]CORRECTED DURING INSPECTION by discarding garlic in oil. Because this is a repeat SIRC (Sirgnificantly Increased Risk Critical) violation, it requires re-inspection. I will recheck cold holding on prep line in approximately 2 weeks.- CORRECTED by placing the PHF condiments (which have been out of refrigerator for 3 hours according to Cook) into ice."
9904082,"3-302.11(A)(1,2)","Boxes of shell eggs are stored on top shelf in walk-in cooler, above ready to eat foods.",CORRECTED DURING INSPECTION by moving eggs so that they are not above ready to eat foods.
3608388,3-301.11,Please minimize bare hand contact with cooked chicken.,**Corrected by using utensils**
6608406,5-205.15(B),THE PIPE UNDER THE COOKLINE HANDSINK IS LOOSE AND LEAKING.,""
6608406,6-501.111(C),THERE WERE OVER 20 SMALL FLIES SEEN IN THE KITCHEN AND HALLWAYS.,FOLLOW STEPS IN THIS REPORT AND BY YOUR PEST CONTROL COMPANY.I WILL RECHECK ON THIS.
6608406,7-201.11,"THERE WAS GORILLA GLUE WITH THE SPICES IN THE BACK OF THE KITCHEN, AND ANOTHER CONTAINER OF GORILLA GLUE WAS ON TOP OF THE ICE MACHINE.",***CORRECTED*** MOVED TO A SAFE LOCATION.
6608406,3-501.17,"THERE WERE SEVERAL CONTAINERS OF PHF NOT DATED IN THE KITCHEN REFRIGERATORS - MASHED POTATOES, COOKED BEET, VARIOUS MEATS, PATE, COOKED PORK LOIN.",***CORRECTED** DATED.
6608406,3-501.16,"THERE WERE PICKLES MADE HERE IN BUCKET, CUT CABBAGE, AND BUTTER IN THE WHITE KELVINATOR COOLER AND AT 56 F.",SOME OF IT WAS DISCARDED AND THE OTHER ITEMS WERE SET ASIDE TO TAKE HOME.OPERATOR AGREED TO JUST USE THIS COOLER FOR BEER AND NON-PHFS.
6608406,2-301.14,BARTENDER REPEATEDLY TOUCHED FACE WHILE WORKING AND DID NOT WASH HANDS.,***CORRECTED** BY DISCUSSION AND TELLING EMPLOYEE TO WASH HANDS.
3608291,4-601.11(A),Ice bins in the bar area:Please clean and maintain the bottom of the cold packs on regular basis.,""
8106411,6-501.111(C),ROACHES FOUND BEHIND REFRIGERATION UNITS AND AROUND KITCHEN AND BAR DISHMACHINES.FOUND APPROXIMATELY 10 LIVE ROACHES.,"PIC STATED SERVICE IN PLACE AT ONCE A MONTH. HOWEVER NO PAPER WORK FOUND OF CURRENT SERVICE; MAIN OFFICE RETAINS ALL RECORDS.DUE TO ACTIVITY, SERVICE WILL NEED TO BE INCREASED TO TWICE A MONTH. WILL FOLLOW IN 14 DAYS TO VERIFY TWICE A MONTH SERVICE AND DETERMINE PROGRESS."
8106411,3-501.18(A),"VARIOUS SALSAS (VERDE, MOLES) PAST THEIR DISPOSITION DATES; 11/12 AND 11/15.",DISCARDED AT THE TIME OF INSPECTION. PRIORITY CORRECTED.
6205233,3-501.13,Various packages of plastic wrapped food was thawing in the food prep sink not under running water.,CORRECTED. The kitchen manager was educated.
6205233,3-501.15,Food in pans cooling before going into the walk-in were tightly covered with plastic wrap.,"CORRECTED. One corner of the plastic wrap was pulled up to allow hot air to escape, and the staff educated."
6205233,3-501.16,"Food in the kitchen prep unit temp-ed in the 50 to 53 deg F range. NOTE: It was just past the lunch time service period, and the top portion had several gaps where there were no insert pans allowing the cold air to escape.",CORRECTED. The unit was closed and the gaps in the top portion filled and the units temp dial was turned down. THE TEMP DROPPED SEVERAL DEGREES DURING THE COURSE OF THE INSPECTION. I recommend that you check the temp of this unit every day to ensure that the knob wasnt knocked to a different setting.
6205233,6-301.12,There were no paper towels in the dispenser at the handwash sink in the back prep kitchen.,CORRECTED. Paper towels were provided.
6205233,2-401.11,"Upon my arrival, I observed an employee eating in the kitchen and another drinking from an unapproved type of container (Cola bottle).",CORRECTED. The items were removed and the kitchen manager educated.
8204742,6-202.11,"Overhead lighting, in areas of cooking and preparation, is not covered or do not have shielded bulbs.",PLEASE REPLACE COVERS OR PROVIDE SHIELDED BULBS. THANK YOU
8204742,"3-501.19(A)(B)(2)(C)(2,3)","No written procedure for time control of potentially hazardous bagels (tomato basil, sun dried tomato).",TOMATO BAGELS TIME MARKED. DISCARD AFTER 4 HOURS.
8204742,3-501.17,Observed opened container of milk in walk-in without date mark. PIC stated milk was opened the weekend before inspection. Milk had been opened for approximately 5 days without date mark.,*CORRECTED* MILK DATE MARKED. PLEASE DISCARD AFTER 7 DAYS FROM OPENING.
8204742,3-501.16,Observed locks in small domestic fridge with temperature of 48 F. PIC stated locks had been in this fridge since the previous day.,*CORRECTED*LOCKS DISCARDED. FRIGERATOR ADJUSTED TO INTERNAL TEMPERATURE OF 40 F.
8106303,"","",""
8106691,"","",""
6004184,4-202.16,Interior rack of low-boy milk cooler has lost seal and is rusted.,Replace racks in cooler.
6004184,4-501.114(A),Repeat Violation: low-temperature dish machine not dispensing chlorine during final rinse cycle.,**Corrected by washing dishes in Nordstrom Café inside building. A re-inspection is required within two weeks to recheck machine.
8106408,"","",""
8505338,3-501.16,"Griddle refrigerator drawers temperature was 50F infared, products were 45 and 46F.",***Corrected by rapid cooling products because it had not exceeded 4 hours out of temperature. I will return in approx. 2 weeks to recheck this unit to make sure it is holding 41F or below. Please make sure there is a thermometer in this unit.
8505338,3-501.14,Pea soup made and cooled yesterday was 44.3F,***Corrected by discarding.
8505338,4-203.12,No thermometer in griddle cooler - please provide.,""
8505766,3-306.11,Whole apples and pears on display and pose potential threat of contamination.,Corrected by creating a sign asking customer to allow staff to wash produce prior to consuming.
8505766,3-304.12,In use cooking tools at 104F. Corrected by heating to 165F and then holding at 135F or greater.,""
8505766,3-603.11,"Lunch menu has sizzling mushroom dish with egg not astericked, Main dishes: steak, burger and fried egg on burger needs asterick.",Corrected by verbally advising until menus are reprinted. I will return in approx 2 weeks to recheck.
8505766,3-501.18(A),Feta cheese in a bucket was dated 1/19.,***Corrected by discarding. Feta cheese has a seven day shelf life once opened.
3608572,4-601.11(A),"Bar soda gun holder:Interior is soiled, please clean and maintain or regular basis.",**Remove for cleaning**
9004744,"","",""
8505258,"","",""
8505693,"","",""
3404521,4-601.11(B)(C),Heavy grease build-up under and around grill top.,Please deep clean and maintain as needed to prevent pests and grease fires.
9004656,4-601.11(A),"In produce walk-in cooler, I observed some dust build up around the shelves, ceiling, and fan covers/guards.The interior of the ice machine also had some pink mold like substance accumulation.",Please clean and maintain today.
9004656,3-302.12,Observed several working containers/bottles at cookline and prepline without any labeling,Please label all non-original food containers/bottles at cookline and prepline
9004656,4-903.11,"AT bar handsink, I noticed a clean equipment is placed infront of the handsink.",Remove stuffs from the handsink area
9004656,3-304.14,"Sanitizer buckets at the bar, prepline, and cookline had zero detectable sanitizer residual.",Corrected by PIC remove all sanitizer buckets and set up new sanitizer bucket with 200ppm - 300ppm quaternary ammonia during inspection.
9004656,3-501.16,"AT cookline, left reach-in cooler leafy-green product holding between 52F - 55F. Remove leafy green to another unit where the interior temperature is 37F - 41F.",Will come back to recheck within 2 weeks. Make sure that this unit is able to maintained at least 41F or less at all times.
8505900,3-603.11,Board menu in PPD lacking consumer advisory for hamburger.,"***Corrected by changing during inspection. (Computerized) Also please keep the asterick speciffically for the advisoryConsuming raw or undercooked foods may increase your risk of foodborne illness.Please add Eggs, burgers, seafood, steaks are cooked to order."
8505900,"3-501.19(A)(B)(2)(C)(2,3)",Facility needs to set up a timing rule for potentially hazardous food pastries - specifically today for the rueben croissant.,***Corrected by setting up today.
8505900,3-501.18(A),"Stock dated 4/24, 4 days past discard date.",***Corrected by discarding.
8505900,3-306.11,Croissants on counter with out protection (no sneeze guard).,***Corrected at inspection by moving into a pastry case.
8106080,3-502.11,CURING SALTS (NITRATES) FOUND IN REMEDY CAGE WHICH KITCHEN KRU IS THIS FACILITY'S COMMISSARY.PIC AT REMENDY STATED DURING LAST SEMI-ANNUAL INSPECTION THAT NITRATES ARE USED IN THE PATE.,CEASE AND DESIST PROCESS UNTIL A VARIANCE IS GRANTED.WILL FOLLOW UP IN 14 DAYS.WILL NEED RECIPE FOR PATE TO VERIFY PROCESS HAS BEEN CHANGED.
8106080,8-201.13,ROPing RAW MEATS.,""
8106080,3-502.12(A)(B)(4)(C)(D)(2b-e)(E)(1),ROPing RAW MEATS AND FISH.,ROPing OF FISH IS STRICTY PROHIBITED.RAW MEATS NEED AN APPROVED HACCP PLAN BY MULTNOMAH COUNTY PRIOR TO COMMENCING PROCESS.ALL ITEMS WERE CUT OPEN AND/OR DISCARDED.WILL FOLLOW UP IN 14 DAYS.SEE HANDOUT.
6004041,"","",""
3608122,"","",""
8204688,4-904.11,Observed single-use plastic forks for customer take-out are not presented with handles up.,Please keep single-use plastic forks with handles up so that only the handles are touched by either employees or customers. Thank you
8204688,2-301.15,Observed hand washing station located in front kitchen not being used for hand washing because of broken pipe that connects to main plumbing. PIC stated havingthis pipe replaced within the next 2 days. In the mean time operators are using 2 sinks in the dishwashing area for hand washing.,Will return on or about 2 weeks to recheck hand washing station.
8505729,3-501.17,Sliced chiken and turkey opened in cooler without a date.,***Corrected by writing correct date on package. Please date as soon as you open.
8505775,"","",""
8505384,4-602.13,Ice machine has slime build up on drip guard. I showed staff how to clean. Corrected.,""
8505384,6-301.12,There were no paper towel available at handsink in the kitchen.,***Corrected.
8505805,7-102.11,Spray bottle with blue chemical has no label.,***Corrected by writing name on bottle.
8505805,"3-302.11(A)(1,2)","Raw eggs over cuy lettuce, raw fish resting on a box of fresh parsley, ground beef over lamb.",***Corrected by explaining the proper order of raw proteins when stored in the refrigerator. Left sticker as a reminder.
8505805,2-301.14,Cook answered cell phone and then continued working without washing her hands.,***Corrected by explaining you need to wash your hands after touching your cell phone.
3608156,"","",""
8505684,3-304.12,Oatmeal scoops are out at room temperature.,"***Corrected by talking about different ways to hold tools in use. You need to hold at 41F or less, 135F or higher or wash between each use."
9903643,3-304.12,Ice scoop at bar is lying with handle in contact with ice to be used for drinks.,Corrected. Do not allow handle (hand contact surface) to come into contact with and contaminate ice to be used for consumption.
9903643,3-302.12,"",Label working containers of foods -- especially those containing major allergens such as tree nuts.
9903643,3-502.11,"- Refrigerator pickles (bloody mary vegetables, fennel, roasted tomato relish) use heat processing (or hot vinegar brine) and are dated more than 7 days ago. In order to hold heat treated pickled vegetables longer than 7 days, a variance to produce acidified foods is required.- Facility prepares its own crÃ¨me fraiche using room temperature culturing. This activity requires a variance (and also must comply with dairy processing regulations).",CORRECTED during inspection by Manager agreeing to not serve any house made pickles made >7 days ago. Manager Lyle states he will be responsible for removing the products from the facility at end of business today.- CORRECTED by immediately discontinuing preparation and service of cultured crÃ¨me fraiche. Use commercial source or apply for variance.
9903643,5-202.12(A),Kitchen hand washing sink does not provide cold water (cold faucet knob is stripped). Hot water is provided. Manager states repair will occur tomorrow.,"Repair ASAP; please let inspector know when repair is complete: Mary Schmidt 503-310-6932. - If water becomes so hot that it may discourage hand washing by kitchen staff, then for tonight, kitchen staff may use food prep sink for hand washing provided that the prep sink is cleaned and sanitized before use for food prep. Discussed with Manager and employees. (Prep sink is typically only used at start of day.)"
8505696,6-201.11,"Although this is an old building and can be difficult to clean, more effort must be put into maintaing the area. There is tomato sauce about 10 feet up the wall behind the dishwasher. The floors and containers under the dishwasher have lots of old food and other unidentifiable gross stuff. General cleaning doors, walls and floors would be great.",""
8505696,3-305.11,"Onions stored directly on the floor. Broken bottles, glass on the floor in walkin.",***Corrected by putting all food up off the floor at least 6 inches. Sweep and clean the floor in the walkin on a regualr basis.
8505696,3-501.17,Ricotta cheese still not date marked. Repeat violation.,***Corrected by writing open date on it. You are required to datemark all soft cheeses and discard after 7 days open.
8505696,3-501.18(A),'Carne Asada' dated 1/16 should have been discarded at end of shift last night or this morning.,***Corrected by discarding.
8505696,5-205.11,Handwashing sink not accessible at inspection. Blocked by garbage can and sanitizer bucket in sink.,***Corrected by moving stuff and making accessible.
8505371,5-204.11,Facility is prepping bread dough in the basement. If you wish to continue you will need to add a handwashing sink downstairs.,***Corrected. Owner is bringing mixer back upstairs to kitchen.
8505371,3-501.13,Raw meat bones from freezer out on counter. Corrected.,""
8505371,3-501.14,Garbonzo beans cooked yesterday and put into 6 inch full hotel pan was 48F at inspection today.,***Corrected. Extensive education to both owner and prep cook on proper cooling. Left cooling handout in english and Spanish.Both cooks said they understand what is required.
8505371,2-301.14,Owner/cook cleared away dirty dishes and went back to cooking without washing hands.,***Corrected.
8505809,4-203.11,There is a thin tipp thermometer on hand but not working.,***Corrected by replacing. I will return to reinspect this.
8505809,3-501.14,Garbonzo beans cooked of yesterday were in a 4 inch deep container and were 45 - 46F.,***Corrected by discarding. Please read ablout proper cooling above. Left a handout in Spanish as well.
8505803,4-203.11,There is no thin-tipped thernmometer on site.,***Corrected by purchasing.
8505803,3-603.11,Bar menu - Happy Hour - Market Oysters and Burger not astericked. Also suggest adding 'Raw' to Market Oysters. Breakfast Bisquits and Gravy need notation as well.,***Corrected by reprinting. This requires a reinspectiion.
8505803,3-501.18(A),"Cheesecake3/13, Chai cake 3/19, Pate 3/19",***Corrected by discarding - This is a repeat violation and points are doubled.
8505803,4-501.114(A),Bar dishwasher showing no chlorine residual at final rinse.,***Corrected by not using until repair. I will return to reinspect this machine.
8505803,"3-302.11(A)(1,2)",Raw hamburger patties over fish pan.,***Corrected by moving hamburger below fish.
8106054,"","",""
8505875,4-602.13,Soda gun heads have mold build up. Please increase cleaning frequency.,""
8505875,3-501.16,Walkin downstairs is 45F. You may not keep potentially hazardous foods in this unit. Eggs in unit at inspection. ***Unit on the line (right side looking in from dining area) is not functioning. Staff is using ice temporarily. This unit must be repaired as ice is a temporary measure only. ***Bean sprouts on counter 58F.,***Corrected by moving eggs to upstairs unit. ***Corrected by repairing unit. ***Corrected by putting into cold holding immediately. Bean sprouts must be kept at 41F or less. You may keep out small amounts 'working quantity' but this amount must be used within an hour. I will return to reinspect walkin unit and second refrigeration unit on chefs line.
8505875,"3-302.11(A)(1,2)",Frozen chicken in various containers and in various preparations mixed with other proteins (cooked clams).,***Corrected by explaining the proper seperation of raw proteins once removed from commercial packaging is the same as a refrigerator with chickn (poultry) at the bottom. I suggested having one of the same freezers solely contain the raw chicken.
3404551,"","",""
3404502,4-601.11(B)(C),"Layers of dust and soil on nonfood contact surfaces, such as the floors, walls, and door handles of equipment.",Please deep clean these areas and as needed in the future.
3404502,4-501.114(A),Chlorine concentration tested at over 200 PPM even with test strips being present in facility.,***Corrected*** by educating and PIC adding more water in order to dilute the concentration to 100 PPM. PIC demonstrated using the test papers correctly. Please continue to test the concentration when you prepare your bucket for the day.
3608044,"","",""
3608496,3-403.11,Soup's temperature was ranging from 124F - 134F.The hot holding unit's water was holding at 162F,Corrected during inspection by reheating to 165F for 15second via microwave.
9904165,6-202.15(A)(D),Front and back doors are left open and there are at least 3 flies observed within restaurant.,Provide screens for doors or keep them closed in order to exclude insects and other pests from establishment.
9904165,4-903.11,Cutting boards are stored next to hand sink (boards taller than sink splash shield) and under paper towel holder. This subjects them to potential splash contamination.,Move cutting boards or provide adequate splash guard/protection.
9904165,3-603.11,"Menu includes some items that customers may order undercooked eggs on, but a consumer advisory is not provided.",REVISE MENUS TO INCLUDE CONSUMER ADVISORY; WILL RECHECK IN APPROXIMATELY 2 WEEKS. Mark each item where customers have option to order soft cooked/undercooked eggs AND provide statement about potential health risk (for example:* Eggs are cooked to your specification. Consuming undercooked eggs may increase your risk of foodborne illness.
9904165,3-501.16,Milks in 2-door espresso reach-in have internal temperatures 49-50F and have been in the unit for >4 hours.,"SERVICE ESPRESSO COOLER TO HOLD FOODS 41F OR COLDER; WILL RECHECK IN APPROXIMATELY 2 WEEKS. UNTIL REPAIR, DO NOT STORE ANY POTENTIALLY HAZARDOUS FOODS IN THIS UNIT.- Discarded milks, open soy/coconut milks, and opened bloody mary mix during inspection."
9904165,3-501.14,- Rice that began cooling about 2.5 hours ago has internal temperature of 84-89F. It is in plastic container with lid inside reach-in cooler. Cook states that it was cooled on sheet pan in reach-in cooler prior to placing into container.- Mis en place foods are stored in containers set on top of towel that covers ice within a tray. This only subjects the containers to cold at the bottom.,"- CORRECTED by discarding rice. See cooling handout - use food thermometer to verify that cooling is done rapidly enough, especially critical first step of cooling from 135F to 70F within 2 hours or less. Recommend using freezer, not reach-in cooler, for cooling rice on tray (before placing into storage container). - CORRECTED by removing towel and adjusting items so that containers are submerged and surrounded by ice to keep them <41F.WILL RECHECK PROGRESS WITH COOLING IN APPROXIMATELY 2 WEEKS."
6608539,5-202.13,THE HOSE REEL HOSE HANGS INTO THE SINK BELOW.,FIX TO HANG ABOVE THE FLOOD RIM OF THE SINK.
6608539,4-204.112(A)(B)(D),THE TWO DOOR DISPLAY TRUE COOLER IN THE IMPERICAL SELF SERVICE AREA WAS LACKING A THERMOMETER.,""
6608539,6-301.12,THE HANDSINK IN IMPERICAL KITCHEN WAS LACKING PAPER TOWELS.,***CORRECTED**** PAPER TOWELS WERE OBTAINED.
6609112,3-501.18(A),ON SITE MADE PICKLES IN THE WALK-IN COOLER WITH THE DATE 2-38 (TODAY IS 3-13-15).,***CORRECTED*** DISCARDED.ANY HEAT TREATED FOODS MUST BE DISCARDED AFTER 7 DAYS.
8505910,"","",""
9904119,3-501.16,"Small prep cooler in kitchen is not keeping foods 41F or colder. For example, cut tomatoes in prep insert have internal temperature 47F and house made heat treated pickles inside unit have internal temperature 46F.","REPAIR/REPLACE UNIT TO HOLD POTENTIALLY HAZARDOUS FOODS 41F OR COLDER. WILL RECHECK IN APPROXIMATELY 2 WEEKS. - Discarded all potentially hazardous foods that had been in unit overnight (>4 hours): salad greens, cut tomatoes, pico de gallo, tempeh, etc.- Do not store any potentially hazardous foods in this unit until it is repaired and verified to hold foods 41F or colder."
9904119,6-501.12,"- Alcove where lift-top freezer is located has onions, potatoes, and other debris present on floor between freezer and wall. - Mop room floor is visibly soiled and wet and the room is odorous of grey water waste.",Clean and maintain floors to prevent attracting pests.
9904119,5-501.17,Unisex restrooms do not provide covered waste receptacles.,Provide covered receptacles in unisex restrooms for disposal of feminine hygiene products.
9904119,4-201.11,A chef's knife handle is repaired with tape. This creates unnecessary crevices and renders the knife handle not easily cleanable.,Replace knife with easily cleanable one.
9903662,3-304.12,Scoop with no handle is stored in cole slaw.,"Provide dispensing utensils that have handles, and store utensil so that handle (hand contact surface) does not contact food."
9903662,"3-602.11(A)(B)(1-4,6,7)(C)","- Grab and go items (pie/cake slices, fruit salads, pudding portions) are not labeled for retail sale. The foods are date marked, but a pull date (or use by date) is not indicated. - Bulk containers of dry goods in kitchen are not labeled.","- Discussed that foods packaged for grab and go retail sales should be properly labeled (With ingredient lists, pull dates, name/address of restaurant). The most important (public health wise) information to provide is pull date (for perishables) and complete ingredient lists (especially declaring major allergens). 1. Start putting pull date (use by dates) on perishables, rather than date of preparation, so consumer knows when the food must be eaten by to be safe. 2. Work to provide complete labels for prepackaged foods. In the meantime, at least post the ingredients or provide sign stating ingredients are available upon request.- Label bulk containers in kitchen."
9903662,3-603.11,"Facility has added a reminder statement on menus, but has not fulfilled disclosure portion of consumer advisory requirement by identifying steaks, burgers, and eggs that are cooked to order.",CORRECTED DURING INSPECTION by marking all eggs/meats that may be ordered undercooked and revising reminder statement to meet requirement.
8404234,"","",""
6608972,5-205.15(B),THE RESTROOMS HAVE LOW FLOW ON THE HOT WATER.,""
6608972,4-302.14,MISSING A FREE CHLORINE TEST KIT.,PROVIDE BEFORE THE RECHECK INSPECTION.
6608972,3-501.13,THAWING RAW MEATS IN A CONTAINER OF STILL WATER IN THE BACK AT ROOM TEMPERATURE.,THAW IN THE REFRIGERATOR/UNDER RUNNING COLD WATER.
